,Layer
ZT18A1498,3
ZT18A1499,3
ZT18A1500,8
ZT18A1501,6
ZT18A1502,8
ZT18A1503,8
ZT18A1504,1
ZT18A1505,3
ZT18A1506,8
ZT18A1507,6
ZT18A1508,8
ZT18A1509,8
ZT18A1510,3
ZT18A1511,6
ZT18A1512,6
ZT18A1513,4
ZT18A1514,8
ZT18A1515,7
ZT18A1516,3
ZT18A1517,7
ZT18A1518,4
ZT18A1519,7
ZT18A1520,7
ZT18A1521,7
ZT18A1522,8
ZT18A1523,3
ZT18A1524,7
ZT18A1525,7
ZT18A1526,3
ZT18A1527,3
ZT18A1528,6
ZT18A1529,7
ZT18A1530,6
ZT18A1531,8
ZT18A1532,7
ZT18A1533,3
ZT18A1534,1
ZT18A1535,8
ZT18A1536,7
ZT18A1537,8
ZT18A1538,8
ZT18A1539,8
ZT18A1540,6
ZT18A1541,6
ZT18A1542,8
ZT18A1543,6
ZT18A1544,8
ZT18A1545,6
ZT18A1546,8
ZT18A1547,6
ZT18A1548,4
ZT18A1549,6
ZT18A1550,4
ZT18A1551,3
ZT18A1552,1
ZT18A1553,8
ZT18A1554,8
ZT18A1555,8
ZT18A1556,6
ZT18A1557,4
ZT18A1558,8
ZT18A1559,8
ZT18A1560,8
ZT18A1561,2
ZT18A1562,5
ZT18A1563,8
ZT18A1564,6
ZT18A1565,3
ZT18A1566,3
ZT18A1567,8
ZT18A1568,2
ZT18A1569,3
ZT18A1570,8
ZT18A1571,3
ZT18A1572,8
ZT18A1573,3
ZT18A1574,8
ZT18A1575,6
ZT18A1576,7
ZT18A1577,6
ZT18A1578,3
ZT18A1579,8
ZT18A1580,8
ZT18A1581,6
ZT18A1582,7
ZT18A1583,2
ZT18A1584,6
ZT18A1585,2
ZT18A1586,7
ZT18A1587,6
ZT18A1588,1
ZT18A1589,4
ZT18A1590,6
ZT18A1591,7
ZT18A1592,4
ZT18A1593,6
ZT18A1594,7
ZT18A1595,7
ZT18A1596,7
ZT18A1597,8
ZT18A1598,1
ZT18A1599,8
ZT18A1600,2
ZT18A1601,3
ZT18A1602,7
ZT18A1603,1
ZT18A1604,8
ZT18A1605,5
ZT18A1606,6
ZT18A1607,8
ZT18A1608,8
ZT18A1609,6
ZT18A1610,6
ZT18A1611,8
ZT18A1612,4
ZT18A1613,8
ZT18A1614,6
ZT18A1615,1
ZT18A1616,7
ZT18A1617,3
ZT18A1618,4
ZT18A1619,8
ZT18A1620,1
ZT18A1621,8
ZT18A1622,2
ZT18A1623,7
ZT18A1624,6
ZT18A1625,3
ZT18A1626,6
ZT18A1627,7
ZT18A1628,6
ZT18A1629,7
ZT18A1630,6
ZT18A1631,6
ZT18A1632,8
ZT18A1633,8
ZT18A1634,6
ZT18A1635,4
ZT18A1636,8
ZT18A1637,7
ZT18A1638,6
ZT18A1639,3
ZT18A1640,6
ZT18A1641,3
ZT18A1642,8
ZT18A1643,6
ZT18A1644,7
ZT18A1645,8
ZT18A1646,6
ZT18A1647,1
ZT18A1648,1
ZT18A1649,8
ZT18A1650,8
ZT18A1651,3
ZT18A1652,7
ZT18A1653,1
ZT18A1654,8
ZT18A1655,8
ZT18A1656,6
ZT18A1657,3
ZT18A1658,4
ZT18A1659,2
ZT18A1660,3
ZT18A1661,8
ZT18A1662,8
ZT18A1663,2
ZT18A1664,2
ZT18A1665,6
ZT18A1666,3
ZT18A1667,5
ZT18A1668,4
ZT18A1669,3
ZT18A1670,3
ZT18A1671,1
ZT18A1672,8
ZT18A1673,7
ZT18A1674,1
ZT18A1675,8
ZT18A1676,1
ZT18A1677,4
ZT18A1678,2
