,Layer
ZT18B1499,7
ZT18B1500,8
ZT18B1501,1
ZT18B1502,7
ZT18B1503,6
ZT18B1504,3
ZT18B1505,8
ZT18B1506,6
ZT18B1507,7
ZT18B1508,7
ZT18B1509,6
ZT18B1510,8
ZT18B1511,4
ZT18B1512,8
ZT18B1513,3
ZT18B1514,8
ZT18B1515,1
ZT18B1516,8
ZT18B1517,8
ZT18B1518,6
ZT18B1519,3
ZT18B1520,3
ZT18B1521,7
ZT18B1522,8
ZT18B1523,3
ZT18B1524,7
ZT18B1525,4
ZT18B1526,7
ZT18B1527,7
ZT18B1528,1
ZT18B1529,8
ZT18B1530,7
ZT18B1531,7
ZT18B1532,4
ZT18B1533,4
ZT18B1534,1
ZT18B1535,8
ZT18B1536,3
ZT18B1537,8
ZT18B1538,8
ZT18B1539,6
ZT18B1540,3
ZT18B1541,6
ZT18B1542,4
ZT18B1543,3
ZT18B1544,1
ZT18B1545,7
ZT18B1546,8
ZT18B1547,4
ZT18B1548,3
ZT18B1549,8
ZT18B1550,1
ZT18B1551,8
ZT18B1552,4
ZT18B1553,3
ZT18B1554,8
ZT18B1555,8
ZT18B1556,3
ZT18B1557,8
ZT18B1558,8
ZT18B1559,8
ZT18B1560,6
ZT18B1561,2
ZT18B1562,7
ZT18B1563,8
ZT18B1564,8
ZT18B1565,8
ZT18B1566,8
ZT18B1567,8
ZT18B1568,6
ZT18B1569,8
ZT18B1570,2
ZT18B1571,4
ZT18B1572,3
ZT18B1573,6
ZT18B1574,7
ZT18B1575,6
ZT18B1576,8
ZT18B1577,2
ZT18B1578,6
ZT18B1579,2
ZT18B1580,6
ZT18B1581,8
ZT18B1582,5
ZT18B1583,7
ZT18B1584,7
ZT18B1585,6
ZT18B1586,8
ZT18B1587,6
ZT18B1588,3
ZT18B1589,8
ZT18B1590,6
ZT18B1591,1
ZT18B1592,7
ZT18B1593,7
ZT18B1594,4
ZT18B1595,6
ZT18B1596,8
ZT18B1597,7
ZT18B1598,3
ZT18B1599,8
ZT18B1600,6
ZT18B1601,6
ZT18B1602,8
ZT18B1603,8
ZT18B1604,4
ZT18B1605,3
ZT18B1606,3
ZT18B1607,6
ZT18B1608,5
ZT18B1609,8
ZT18B1610,6
ZT18B1611,7
ZT18B1612,8
ZT18B1613,1
ZT18B1614,6
ZT18B1615,8
ZT18B1616,2
ZT18B1617,7
ZT18B1618,8
ZT18B1619,6
ZT18B1620,4
ZT18B1621,4
ZT18B1622,7
ZT18B1623,8
ZT18B1624,7
ZT18B1625,8
ZT18B1626,3
ZT18B1627,8
ZT18B1628,2
ZT18B1629,8
ZT18B1630,3
ZT18B1631,6
ZT18B1632,8
ZT18B1633,8
ZT18B1634,8
ZT18B1635,3
ZT18B1636,7
ZT18B1637,1
ZT18B1638,6
ZT18B1639,4
ZT18B1640,3
ZT18B1641,3
ZT18B1642,8
ZT18B1643,3
ZT18B1644,3
ZT18B1645,8
ZT18B1646,8
ZT18B1647,4
ZT18B1648,8
ZT18B1649,6
ZT18B1650,2
ZT18B1651,3
ZT18B1652,3
ZT18B1653,7
ZT18B1654,8
ZT18B1655,7
ZT18B1656,8
ZT18B1657,8
ZT18B1658,6
ZT18B1659,1
ZT18B1660,7
ZT18B1661,6
ZT18B1662,8
ZT18B1663,4
ZT18B1664,3
ZT18B1665,6
ZT18B1666,7
ZT18B1667,7
ZT18B1668,7
ZT18B1669,4
ZT18B1670,8
ZT18B1671,6
ZT18B1672,8
ZT18B1673,4
ZT18B1674,8
ZT18B1675,6
ZT18B1676,3
ZT18B1677,3
ZT18B1678,6
ZT18B1679,3
ZT18B1680,8
ZT18B1681,6
ZT18B1682,3
ZT18B1683,2
ZT18B1684,8
ZT18B1685,8
ZT18B1686,8
ZT18B1687,7
ZT18B1688,8
ZT18B1689,6
ZT18B1690,6
ZT18B1691,3
ZT18B1692,7
ZT18B1693,3
ZT18B1694,8
ZT18B1695,6
ZT18B1696,6
ZT18B1697,7
ZT18B1698,7
ZT18B1699,8
ZT18B1700,7
ZT18B1701,8
ZT18B1702,2
ZT18B1703,6
ZT18B1704,2
ZT18B1705,1
ZT18B1706,8
ZT18B1707,7
ZT18B1708,2
ZT18B1709,4
ZT18B1710,7
ZT18B1711,6
ZT18B1712,8
ZT18B1713,8
ZT18B1714,3
ZT18B1715,6
ZT18B1716,7
ZT18B1717,6
ZT18B1718,4
ZT18B1719,7
ZT18B1720,8
ZT18B1721,6
ZT18B1722,3
ZT18B1723,8
ZT18B1724,8
ZT18B1725,8
ZT18B1726,8
ZT18B1727,8
ZT18B1728,6
ZT18B1729,4
ZT18B1730,8
ZT18B1731,8
ZT18B1732,4
ZT18B1733,3
ZT18B1734,8
ZT18B1735,6
ZT18B1736,8
ZT18B1737,1
ZT18B1738,7
ZT18B1739,8
ZT18B1740,1
ZT18B1741,8
ZT18B1742,6
ZT18B1743,7
ZT18B1744,8
ZT18B1745,8
ZT18B1746,7
ZT18B1747,3
ZT18B1748,8
ZT18B1749,8
ZT18B1750,8
ZT18B1751,8
ZT18B1752,7
ZT18B1753,2
ZT18B1754,4
ZT18B1755,3
ZT18B1756,7
ZT18B1757,6
ZT18B1758,3
ZT18B1759,3
ZT18B1760,8
ZT18B1761,8
ZT18B1762,7
ZT18B1763,8
ZT18B1764,8
ZT18B1765,8
ZT18B1766,1
ZT18B1767,4
ZT18B1768,2
ZT18B1769,7
ZT18B1770,6
ZT18B1771,6
ZT18B1772,8
ZT18B1773,8
ZT18B1774,7
ZT18B1775,8
ZT18B1776,8
ZT18B1777,3
ZT18B1778,8
ZT18B1779,3
ZT18B1780,3
ZT18B1781,7
ZT18B1782,4
ZT18B1783,8
ZT18B1784,4
ZT18B1785,3
ZT18B1786,3
ZT18B1787,3
