,Layer
ZT12B1497,1
ZT12B1498,6
ZT12B1499,6
ZT12B1500,6
ZT12B1501,8
ZT12B1502,4
ZT12B1503,3
ZT12B1504,2
ZT12B1505,6
ZT12B1506,3
ZT12B1507,3
ZT12B1508,3
ZT12B1509,8
ZT12B1510,6
ZT12B1511,6
ZT12B1512,4
ZT12B1513,3
ZT12B1514,8
ZT12B1515,2
ZT12B1516,4
ZT12B1517,4
ZT12B1518,7
ZT12B1519,7
ZT12B1520,4
ZT12B1521,3
ZT12B1522,4
ZT12B1523,6
ZT12B1524,3
ZT12B1525,6
ZT12B1526,7
ZT12B1527,1
ZT12B1528,8
ZT12B1529,6
ZT12B1530,3
ZT12B1531,3
ZT12B1532,4
ZT12B1533,3
ZT12B1534,8
ZT12B1535,1
ZT12B1536,1
ZT12B1537,7
ZT12B1538,6
ZT12B1539,7
ZT12B1540,6
ZT12B1541,8
ZT12B1542,2
ZT12B1543,6
ZT12B1544,8
ZT12B1545,8
ZT12B1546,7
ZT12B1547,3
ZT12B1548,8
ZT12B1549,2
ZT12B1550,3
ZT12B1551,6
ZT12B1552,8
ZT12B1553,7
ZT12B1554,4
ZT12B1555,3
ZT12B1556,6
ZT12B1557,4
ZT12B1558,7
ZT12B1559,8
ZT12B1560,2
ZT12B1561,6
ZT12B1562,7
ZT12B1563,3
ZT12B1564,7
ZT12B1565,6
ZT12B1566,8
ZT12B1567,6
ZT12B1568,6
ZT12B1569,6
ZT12B1570,6
ZT12B1571,2
ZT12B1572,4
ZT12B1573,8
ZT12B1574,6
ZT12B1575,7
ZT12B1576,8
ZT12B1577,3
ZT12B1578,2
ZT12B1579,8
ZT12B1580,8
ZT12B1581,4
ZT12B1582,3
ZT12B1583,6
ZT12B1584,2
ZT12B1585,1
ZT12B1586,6
ZT12B1587,3
ZT12B1588,6
ZT12B1589,4
ZT12B1590,4
ZT12B1591,2
ZT12B1592,1
ZT12B1593,4
ZT12B1594,1
ZT12B1595,5
ZT12B1596,3
ZT12B1597,3
ZT12B1598,7
ZT12B1599,4
ZT12B1600,3
ZT12B1601,4
ZT12B1602,8
ZT12B1603,4
ZT12B1604,1
ZT12B1605,8
ZT12B1606,3
ZT12B1607,4
ZT12B1608,8
ZT12B1609,6
ZT12B1610,3
ZT12B1611,8
ZT12B1612,6
ZT12B1613,8
ZT12B1614,1
ZT12B1615,1
ZT12B1616,3
ZT12B1617,3
ZT12B1618,8
ZT12B1619,3
ZT12B1620,7
ZT12B1621,6
ZT12B1622,7
ZT12B1623,6
ZT12B1624,3
ZT12B1625,4
ZT12B1626,8
ZT12B1627,8
ZT12B1628,7
ZT12B1629,6
ZT12B1630,6
ZT12B1631,8
ZT12B1632,8
ZT12B1633,8
ZT12B1634,8
ZT12B1635,8
ZT12B1636,8
ZT12B1637,3
ZT12B1638,8
ZT12B1639,4
ZT12B1640,8
ZT12B1641,4
ZT12B1642,8
ZT12B1643,1
ZT12B1644,8
ZT12B1645,7
ZT12B1646,8
ZT12B1647,8
ZT12B1648,8
ZT12B1649,4
ZT12B1650,2
ZT12B1651,8
ZT12B1652,6
ZT12B1653,6
ZT12B1654,6
ZT12B1655,8
ZT12B1656,2
ZT12B1657,8
ZT12B1658,8
ZT12B1659,7
ZT12B1660,2
ZT12B1661,8
ZT12B1662,7
ZT12B1663,8
ZT12B1664,6
ZT12B1665,8
ZT12B1666,6
ZT12B1667,4
ZT12B1668,8
ZT12B1669,8
ZT12B1670,6
ZT12B1671,3
ZT12B1672,6
ZT12B1673,8
ZT12B1674,8
ZT12B1675,7
ZT12B1676,4
ZT12B1677,3
ZT12B1678,7
ZT12B1679,1
ZT12B1680,8
ZT12B1681,1
ZT12B1682,3
ZT12B1683,3
ZT12B1684,8
ZT12B1685,8
ZT12B1686,8
ZT12B1687,2
ZT12B1688,7
ZT12B1689,1
ZT12B1690,6
ZT12B1691,3
ZT12B1692,8
ZT12B1693,6
ZT12B1694,6
ZT12B1695,7
ZT12B1696,7
ZT12B1697,2
ZT12B1698,4
ZT12B1699,1
ZT12B1700,3
ZT12B1701,3
ZT12B1702,6
ZT12B1703,6
ZT12B1704,6
ZT12B1705,8
ZT12B1706,7
ZT12B1707,3
ZT12B1708,6
ZT12B1709,2
ZT12B1710,8
ZT12B1711,3
ZT12B1712,7
ZT12B1713,3
ZT12B1714,7
ZT12B1715,6
ZT12B1716,2
ZT12B1717,8
ZT12B1718,6
ZT12B1719,3
ZT12B1720,7
ZT12B1721,3
ZT12B1722,8
ZT12B1723,3
ZT12B1724,3
ZT12B1725,3
ZT12B1726,6
ZT12B1727,4
ZT12B1728,8
ZT12B1729,7
ZT12B1730,8
ZT12B1731,7
ZT12B1732,4
ZT12B1733,4
ZT12B1734,3
ZT12B1735,7
ZT12B1736,6
ZT12B1737,8
ZT12B1738,1
ZT12B1739,4
ZT12B1740,8
ZT12B1741,1
ZT12B1742,6
ZT12B1743,5
ZT12B1744,1
ZT12B1745,5
ZT12B1746,3
ZT12B1747,2
ZT12B1748,2
ZT12B1749,4
ZT12B1750,2
ZT12B1751,4
ZT12B1752,8
ZT12B1753,2
ZT12B1754,8
ZT12B1755,2
ZT12B1756,8
ZT12B1757,1
ZT12B1758,5
ZT12B1759,3
ZT12B1760,7
ZT12B1761,8
ZT12B1762,7
ZT12B1763,8
ZT12B1764,2
ZT12B1765,7
ZT12B1766,4
ZT12B1767,2
ZT12B1768,8
ZT12B1769,8
ZT12B1770,1
ZT12B1771,8
ZT12B1772,3
ZT12B1773,3
ZT12B1774,8
ZT12B1775,1
ZT12B1776,3
ZT12B1777,7
ZT12B1778,7
ZT12B1779,4
ZT12B1780,7
ZT12B1781,6
ZT12B1782,7
ZT12B1783,6
ZT12B1784,4
ZT12B1785,3
ZT12B1786,3
ZT12B1787,8
ZT12B1788,3
ZT12B1789,8
ZT12B1790,4
ZT12B1791,8
ZT12B1792,6
ZT12B1793,2
ZT12B1794,6
ZT12B1795,6
ZT12B1796,8
ZT12B1797,8
ZT12B1798,7
ZT12B1799,3
ZT12B1800,7
ZT12B1801,4
ZT12B1802,6
ZT12B1803,8
ZT12B1804,6
ZT12B1805,8
ZT12B1806,6
ZT12B1807,7
ZT12B1808,3
ZT12B1809,2
ZT12B1810,6
ZT12B1811,7
ZT12B1812,2
ZT12B1813,1
ZT12B1814,8
ZT12B1815,1
ZT12B1816,4
ZT12B1817,6
ZT12B1818,7
ZT12B1819,8
ZT12B1820,3
ZT12B1821,7
ZT12B1822,8
ZT12B1823,7
ZT12B1824,1
ZT12B1825,8
ZT12B1826,1
ZT12B1827,6
ZT12B1828,8
ZT12B1829,8
ZT12B1830,6
ZT12B1831,4
ZT12B1832,3
ZT12B1833,6
ZT12B1834,1
ZT12B1835,6
ZT12B1836,6
ZT12B1837,8
ZT12B1838,6
ZT12B1839,8
ZT12B1840,7
ZT12B1841,4
ZT12B1842,4
ZT12B1843,8
ZT12B1844,7
ZT12B1845,7
ZT12B1846,1
ZT12B1847,5
ZT12B1848,3
ZT12B1849,8
ZT12B1850,7
ZT12B1851,8
ZT12B1852,2
ZT12B1853,6
ZT12B1854,2
ZT12B1855,7
ZT12B1856,6
ZT12B1857,7
ZT12B1858,8
ZT12B1859,3
ZT12B1860,6
ZT12B1861,1
ZT12B1862,6
ZT12B1863,5
ZT12B1864,6
ZT12B1865,6
ZT12B1866,3
ZT12B1867,3
ZT12B1868,8
ZT12B1869,1
ZT12B1870,8
ZT12B1871,7
ZT12B1872,1
ZT12B1873,1
ZT12B1874,7
ZT12B1875,7
ZT12B1876,8
ZT12B1877,6
ZT12B1878,6
ZT12B1879,7
ZT12B1880,6
ZT12B1881,3
ZT12B1882,8
ZT12B1883,7
ZT12B1884,6
ZT12B1885,6
ZT12B1886,8
ZT12B1887,3
ZT12B1888,2
ZT12B1889,6
ZT12B1890,4
ZT12B1891,1
ZT12B1892,6
ZT12B1893,3
ZT12B1894,6
ZT12B1895,8
ZT12B1896,6
ZT12B1897,4
ZT12B1898,3
ZT12B1899,3
ZT12B1900,1
ZT12B1901,6
ZT12B1902,7
ZT12B1903,6
ZT12B1904,8
ZT12B1905,8
ZT12B1906,8
ZT12B1907,8
ZT12B1908,4
ZT12B1909,6
ZT12B1910,8
ZT12B1911,7
ZT12B1912,8
ZT12B1913,6
ZT12B1914,7
ZT12B1915,7
ZT12B1916,1
ZT12B1917,1
ZT12B1918,6
ZT12B1919,4
ZT12B1920,8
ZT12B1921,7
ZT12B1922,3
ZT12B1923,8
ZT12B1924,3
ZT12B1925,8
ZT12B1926,1
ZT12B1927,2
ZT12B1928,6
ZT12B1929,7
ZT12B1930,3
ZT12B1931,1
ZT12B1932,8
ZT12B1933,7
ZT12B1934,2
ZT12B1935,8
ZT12B1936,6
ZT12B1937,7
ZT12B1938,4
ZT12B1939,8
ZT12B1940,4
ZT12B1941,8
ZT12B1942,3
ZT12B1943,7
ZT12B1944,6
ZT12B1945,8
ZT12B1946,7
ZT12B1947,3
ZT12B1948,4
ZT12B1949,1
ZT12B1950,8
ZT12B1951,8
ZT12B1952,1
ZT12B1953,8
ZT12B1954,3
ZT12B1955,2
ZT12B1956,8
ZT12B1957,7
ZT12B1958,7
ZT12B1959,6
ZT12B1960,6
ZT12B1961,8
ZT12B1962,7
ZT12B1963,1
ZT12B1964,6
ZT12B1965,3
ZT12B1966,6
ZT12B1967,8
ZT12B1968,7
ZT12B1969,8
ZT12B1970,8
ZT12B1971,6
ZT12B1972,3
ZT12B1973,4
ZT12B1974,2
ZT12B1975,3
ZT12B1976,1
ZT12B1977,6
ZT12B1978,4
ZT12B1979,7
ZT12B1980,8
ZT12B1981,8
ZT12B1982,8
ZT12B1983,8
ZT12B1984,6
ZT12B1985,8
ZT12B1986,8
ZT12B1987,8
ZT12B1988,1
ZT12B1989,3
ZT12B1990,7
ZT12B1991,8
ZT12B1992,7
ZT12B1993,3
ZT12B1994,7
ZT12B1995,7
ZT12B1996,2
ZT12B1997,4
ZT12B1998,7
ZT12B1999,8
ZT12B2000,4
ZT12B2001,5
ZT12B2002,3
ZT12B2003,3
ZT12B2004,7
ZT12B2005,1
ZT12B2006,3
ZT12B2007,4
ZT12B2008,7
ZT12B2009,3
ZT12B2010,8
ZT12B2011,8
ZT12B2012,6
ZT12B2013,7
ZT12B2014,1
ZT12B2015,8
ZT12B2016,6
ZT12B2017,3
ZT12B2018,6
ZT12B2019,8
ZT12B2020,8
ZT12B2021,3
ZT12B2022,1
ZT12B2023,6
ZT12B2024,2
ZT12B2025,7
ZT12B2026,3
ZT12B2027,6
ZT12B2028,3
ZT12B2029,7
ZT12B2030,3
ZT12B2031,8
ZT12B2032,8
ZT12B2033,3
ZT12B2034,8
ZT12B2035,6
ZT12B2036,1
ZT12B2037,3
ZT12B2038,1
ZT12B2039,6
ZT12B2040,8
ZT12B2041,8
ZT12B2042,7
ZT12B2043,7
ZT12B2044,8
ZT12B2045,1
ZT12B2046,8
ZT12B2047,3
ZT12B2048,8
ZT12B2049,8
ZT12B2050,8
ZT12B2051,3
ZT12B2052,8
ZT12B2053,3
ZT12B2054,8
ZT12B2055,4
ZT12B2056,6
ZT12B2057,8
ZT12B2058,1
ZT12B2059,7
ZT12B2060,6
ZT12B2061,3
ZT12B2062,3
ZT12B2063,8
ZT12B2064,3
ZT12B2065,7
ZT12B2066,3
ZT12B2067,6
ZT12B2068,4
ZT12B2069,4
ZT12B2070,6
ZT12B2071,8
ZT12B2072,3
ZT12B2073,8
ZT12B2074,4
ZT12B2075,8
ZT12B2076,7
ZT12B2077,3
ZT12B2078,8
ZT12B2079,2
ZT12B2080,7
ZT12B2081,6
ZT12B2082,6
ZT12B2083,8
ZT12B2084,8
ZT12B2085,4
ZT12B2086,3
ZT12B2087,8
ZT12B2088,2
ZT12B2089,6
ZT12B2090,6
ZT12B2091,7
ZT12B2092,8
ZT12B2093,6
ZT12B2094,7
ZT12B2095,6
ZT12B2096,8
ZT12B2097,7
ZT12B2098,7
ZT12B2099,8
ZT12B2100,7
ZT12B2101,8
ZT12B2102,6
ZT12B2103,8
ZT12B2104,8
ZT12B2105,6
ZT12B2106,7
ZT12B2107,8
ZT12B2108,8
ZT12B2109,4
ZT12B2110,7
ZT12B2111,8
ZT12B2112,3
ZT12B2113,1
ZT12B2114,3
ZT12B2115,3
ZT12B2116,6
ZT12B2117,3
ZT12B2118,8
ZT12B2119,8
ZT12B2120,1
ZT12B2121,8
ZT12B2122,1
ZT12B2123,8
ZT12B2124,6
ZT12B2125,7
ZT12B2126,8
ZT12B2127,6
ZT12B2128,4
ZT12B2129,4
ZT12B2130,7
ZT12B2131,7
ZT12B2132,2
ZT12B2133,2
ZT12B2134,3
ZT12B2135,2
ZT12B2136,8
ZT12B2137,7
ZT12B2138,4
ZT12B2139,7
ZT12B2140,4
ZT12B2141,8
ZT12B2142,4
ZT12B2143,3
ZT12B2144,7
ZT12B2145,8
ZT12B2146,8
ZT12B2147,8
ZT12B2148,4
ZT12B2149,1
ZT12B2150,8
ZT12B2151,6
ZT12B2152,8
ZT12B2153,3
ZT12B2154,4
ZT12B2155,4
ZT12B2156,6
ZT12B2157,8
ZT12B2158,7
ZT12B2159,8
ZT12B2160,7
ZT12B2161,3
ZT12B2162,7
ZT12B2163,4
ZT12B2164,4
ZT12B2165,3
ZT12B2166,2
ZT12B2167,8
ZT12B2168,7
ZT12B2169,6
ZT12B2170,1
ZT12B2171,6
ZT12B2172,6
ZT12B2173,6
ZT12B2174,7
ZT12B2175,3
ZT12B2176,8
ZT12B2177,4
ZT12B2178,2
ZT12B2179,8
ZT12B2180,3
ZT12B2181,4
ZT12B2182,4
ZT12B2183,1
ZT12B2184,1
ZT12B2185,8
ZT12B2186,8
ZT12B2187,8
ZT12B2188,7
ZT12B2189,7
ZT12B2190,7
ZT12B2191,7
ZT12B2192,8
ZT12B2193,3
ZT12B2194,4
ZT12B2195,3
ZT12B2196,8
ZT12B2197,8
ZT12B2198,6
ZT12B2199,4
ZT12B2200,3
ZT12B2201,7
ZT12B2202,6
ZT12B2203,8
ZT12B2204,3
ZT12B2205,8
ZT12B2206,2
ZT12B2207,3
ZT12B2208,7
ZT12B2209,1
ZT12B2210,1
ZT12B2211,6
ZT12B2212,7
ZT12B2213,6
ZT12B2214,8
ZT12B2215,7
ZT12B2216,6
ZT12B2217,7
ZT12B2218,3
ZT12B2219,3
ZT12B2220,3
ZT12B2221,1
ZT12B2222,8
ZT12B2223,1
ZT12B2224,8
ZT12B2225,6
ZT12B2226,6
ZT12B2227,6
ZT12B2228,6
ZT12B2229,4
ZT12B2230,1
ZT12B2231,6
ZT12B2232,6
ZT12B2233,7
ZT12B2234,4
ZT12B2235,6
ZT12B2236,4
ZT12B2237,3
ZT12B2238,8
ZT12B2239,4
ZT12B2240,2
ZT12B2241,8
ZT12B2242,4
ZT12B2243,8
ZT12B2244,8
ZT12B2245,8
ZT12B2246,6
ZT12B2247,7
ZT12B2248,8
ZT12B2249,3
ZT12B2250,8
ZT12B2251,3
ZT12B2252,8
ZT12B2253,8
ZT12B2254,3
ZT12B2255,3
ZT12B2256,6
ZT12B2257,4
ZT12B2258,8
ZT12B2259,3
ZT12B2260,4
ZT12B2261,1
ZT12B2262,7
ZT12B2263,3
ZT12B2264,7
ZT12B2265,6
ZT12B2266,7
ZT12B2267,2
ZT12B2268,6
ZT12B2269,6
ZT12B2270,1
ZT12B2271,3
ZT12B2272,1
ZT12B2273,6
ZT12B2274,5
ZT12B2275,4
ZT12B2276,6
ZT12B2277,1
ZT12B2278,8
ZT12B2279,2
ZT12B2280,7
ZT12B2281,4
ZT12B2282,7
ZT12B2283,8
ZT12B2284,6
ZT12B2285,4
ZT12B2286,8
ZT12B2287,8
ZT12B2288,3
ZT12B2289,8
ZT12B2290,6
ZT12B2291,4
ZT12B2292,7
ZT12B2293,6
ZT12B2294,8
ZT12B2295,3
ZT12B2296,2
ZT12B2297,7
ZT12B2298,8
ZT12B2299,8
ZT12B2300,7
ZT12B2301,7
ZT12B2302,6
ZT12B2303,7
ZT12B2304,7
ZT12B2305,6
ZT12B2306,6
ZT12B2307,7
ZT12B2308,7
ZT12B2309,7
ZT12B2310,4
ZT12B2311,1
ZT12B2312,6
ZT12B2313,7
ZT12B2314,6
ZT12B2315,4
ZT12B2316,6
ZT12B2317,8
ZT12B2318,6
ZT12B2319,6
ZT12B2320,2
ZT12B2321,8
ZT12B2322,3
ZT12B2323,1
ZT12B2324,8
ZT12B2325,7
ZT12B2326,4
ZT12B2327,1
ZT12B2328,3
ZT12B2329,6
ZT12B2330,7
ZT12B2331,7
ZT12B2332,7
ZT12B2333,8
ZT12B2334,8
ZT12B2335,6
ZT12B2336,2
ZT12B2337,8
ZT12B2338,8
ZT12B2339,7
ZT12B2340,6
ZT12B2341,4
ZT12B2342,3
ZT12B2343,8
ZT12B2344,4
ZT12B2345,8
ZT12B2346,7
ZT12B2347,8
ZT12B2348,8
ZT12B2349,3
ZT12B2350,7
ZT12B2351,1
ZT12B2352,3
ZT12B2353,8
ZT12B2354,7
ZT12B2355,8
ZT12B2356,7
ZT12B2357,8
ZT12B2358,8
ZT12B2359,8
ZT12B2360,8
ZT12B2361,6
ZT12B2362,8
ZT12B2363,7
ZT12B2364,8
ZT12B2365,7
ZT12B2366,2
ZT12B2367,4
ZT12B2368,3
ZT12B2369,6
ZT12B2370,4
ZT12B2371,8
ZT12B2372,3
ZT12B2373,3
ZT12B2374,4
ZT12B2375,1
ZT12B2376,7
ZT12B2377,3
ZT12B2378,3
ZT12B2379,8
ZT12B2380,7
ZT12B2381,8
ZT12B2382,7
ZT12B2383,4
ZT12B2384,7
ZT12B2385,8
ZT12B2386,5
ZT12B2387,1
ZT12B2388,3
ZT12B2389,3
ZT12B2390,7
ZT12B2391,3
ZT12B2392,7
ZT12B2393,8
ZT12B2394,1
ZT12B2395,3
ZT12B2396,7
ZT12B2397,4
ZT12B2398,3
ZT12B2399,4
ZT12B2400,8
ZT12B2401,1
ZT12B2402,7
ZT12B2403,2
ZT12B2404,4
ZT12B2405,8
ZT12B2406,8
ZT12B2407,4
ZT12B2408,8
ZT12B2409,7
ZT12B2410,6
ZT12B2411,7
ZT12B2412,3
ZT12B2413,6
ZT12B2414,8
ZT12B2415,4
ZT12B2416,8
ZT12B2417,4
ZT12B2418,2
ZT12B2419,7
ZT12B2420,7
ZT12B2421,3
ZT12B2422,6
ZT12B2423,6
ZT12B2424,1
ZT12B2425,8
ZT12B2426,1
ZT12B2427,6
ZT12B2428,2
ZT12B2429,3
ZT12B2430,3
ZT12B2431,3
ZT12B2432,8
ZT12B2433,3
ZT12B2434,3
ZT12B2435,7
ZT12B2436,6
ZT12B2437,6
ZT12B2438,7
ZT12B2439,1
ZT12B2440,1
ZT12B2441,7
ZT12B2442,8
ZT12B2443,6
ZT12B2444,5
ZT12B2445,7
ZT12B2446,6
ZT12B2447,7
ZT12B2448,3
ZT12B2449,8
ZT12B2450,6
ZT12B2451,2
ZT12B2452,6
ZT12B2453,8
ZT12B2454,8
ZT12B2455,3
ZT12B2456,8
ZT12B2457,7
ZT12B2458,2
ZT12B2459,7
ZT12B2460,8
ZT12B2461,8
ZT12B2462,7
ZT12B2463,8
ZT12B2464,2
ZT12B2465,7
ZT12B2466,8
ZT12B2467,7
ZT12B2468,6
ZT12B2469,7
